Region,SubRegion,Country,Country Code,DrugGroup,Drug,Year,KgEquivalent
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,LSD,2017,0.00019285
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,Other Hallucinogens,2017,0.457
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,Other Hallucinogens,2017,0.0054
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,Other Hallucinogens,2017,0.0562
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,Other Hallucinogens,2017,0.0242
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,Other Hallucinogens,2017,0.0064
Europe,Western and Central Europe,Czechia,CEH,Opioids,Heroin,2017,19.084
Europe,Western and Central Europe,Czechia,CEH,Opioids,Illicit morphine,2017,0.0023
Europe,Western and Central Europe,Czechia,CEH,Opioids,Opium,2017,0.025
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2017,0.095200001
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2017,0.0041
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2017,0.00185
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2017,0.00635
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2017,0.01335
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2017,0.0272
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2017,0.0149
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2017,0.00075
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2017,0.1164
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2017,0.00015
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,Barbiturates,2017,0.0012
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,Barbiturates,2017,0.0985
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,Benzodiazepines,2017,0.166989996
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,GBL,2017,0.00148
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Ketamine and phencyclidine-type substances,2017,0.0747
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Other Plant-based substances,2017,0.289
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Other Plant-based substances,2017,1.2
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Plant-based NPS,2017,99.9
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Synthetic cathinones,2017,0.0025
Europe,Western and Central Europe,Czechia,CEH,ATS,Amphetamine,2016,3.381
Europe,Western and Central Europe,Czechia,CEH,ATS,Ecstasy-type substances,2016,2.55
Europe,Western and Central Europe,Czechia,CEH,ATS,Ecstasy-type substances,2016,12.806376
Europe,Western and Central Europe,Czechia,CEH,ATS,Methamphetamine,2016,90.718
Europe,Western and Central Europe,Czechia,CEH,ATS,Other stimulants,2016,0.052
Europe,Western and Central Europe,Czechia,CEH,ATS,Other stimulants,2016,1.547
Europe,Western and Central Europe,Czechia,CEH,ATS,Prescription stimulants,2016,0.015
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Cannabis plants,2016,5766
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Hashish (resin),2016,6.56
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Marijuana (herb),2016,722.107
Europe,Western and Central Europe,Czechia,CEH,Cocaine-type,Cocaine salts,2016,39.637
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,LSD,2016,5.205E-05
Europe,Western and Central Europe,Czechia,CEH,Opioids,Heroin,2016,19.334
Europe,Western and Central Europe,Czechia,CEH,Opioids,Illicit morphine,2016,2.3
Europe,Western and Central Europe,Czechia,CEH,Opioids,Opium,2016,0.0109
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2016,0.0031
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2016,0.00385
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2016,0.0008
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2016,0.097
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2016,0
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2016,0.00345
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2016,0.115
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2016,0.0177
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,Benzodiazepines,2016,0.030089999
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,Benzodiazepines,2016,0.01735
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2016,0.088389998
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Other Plant-based substances,2016,0.548
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Plant-based NPS,2016,700
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Synthetic cathinones,2016,0.102
Europe,Western and Central Europe,Czechia,CEH,ATS,Amphetamine,2015,19.5
Europe,Western and Central Europe,Czechia,CEH,ATS,Ecstasy-type substances,2015,0.3922
Europe,Western and Central Europe,Czechia,CEH,ATS,Ecstasy-type substances,2015,0.84281
Europe,Western and Central Europe,Czechia,CEH,ATS,Methamphetamine,2015,107.4
Europe,Western and Central Europe,Czechia,CEH,ATS,Other stimulants,2015,1
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Cannabis plants,2015,3077
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Hashish (resin),2015,7.56
Europe,Western and Central Europe,Czechia,CEH,Cannabis-type,Marijuana (herb),2015,655.055
Europe,Western and Central Europe,Czechia,CEH,Cocaine-type,Cocaine salts,2015,120.4
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,LSD,2015,4.98E-05
Europe,Western and Central Europe,Czechia,CEH,Hallucinogens,Other Hallucinogens,2015,5
Europe,Western and Central Europe,Czechia,CEH,Opioids,Heroin,2015,1.6
Europe,Western and Central Europe,Czechia,CEH,Opioids,Opium,2015,0.792
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2015,0.00045
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2015,0.009
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2015,0.017
Europe,Western and Central Europe,Czechia,CEH,Opioids,Pharmaceutical opioids,2015,0.00305
Europe,Western and Central Europe,Czechia,CEH,Opioids,Poppy plants,2015,39.5
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,Barbiturates,2015,0.0264
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,Barbiturates,2015,0.01
Europe,Western and Central Europe,Czechia,CEH,Sedatives and Tranquillizers,Benzodiazepines,2015,0.01891
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Other Plant-based substances,2015,0.272
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Synthetic cathinones,2015,1
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Synthetic cathinones,2015,0.311
Europe,Western and Central Europe,Czechia,CEH,Substances not under international control,Tryptamines,2015,2E-05
Europe,Western and Central Europe,Denmark,DEN,ATS,Amphetamine,2019,214.04
Europe,Western and Central Europe,Denmark,DEN,ATS,Ecstasy-type substances,2019,65.81
Europe,Western and Central Europe,Denmark,DEN,ATS,Ecstasy-type substances,2019,9.638928
Europe,Western and Central Europe,Denmark,DEN,ATS,Methamphetamine,2019,10.98
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Cannabis oil,2019,36.686
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Cannabis plants,2019,121.3
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Cannabis plants,2019,1433.8
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Hashish (resin),2019,2398.6
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Marijuana (herb),2019,555.86
Europe,Western and Central Europe,Denmark,DEN,Cocaine-type,Cocaine salts,2019,190.07
Europe,Western and Central Europe,Denmark,DEN,Hallucinogens,Non-specified hallucinogens,2019,0.407700006
Europe,Western and Central Europe,Denmark,DEN,Opioids,Heroin,2019,45.89
Europe,Western and Central Europe,Denmark,DEN,Opioids,Opium,2019,11.45
Europe,Western and Central Europe,Denmark,DEN,Sedatives and Tranquillizers,GHB,2019,7.341
Europe,Western and Central Europe,Denmark,DEN,Substances not under international control,GBL,2019,23.587
Europe,Western and Central Europe,Denmark,DEN,Substances not under international control,Ketamine and phencyclidine-type substances,2019,6.86
Europe,Western and Central Europe,Denmark,DEN,ATS,Amphetamine,2018,378.4
Europe,Western and Central Europe,Denmark,DEN,ATS,Ecstasy-type substances,2018,4.96472
Europe,Western and Central Europe,Denmark,DEN,ATS,Ecstasy-type substances,2018,3.75
Europe,Western and Central Europe,Denmark,DEN,ATS,Methamphetamine,2018,3.86
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Cannabis oil,2018,40.58919
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Cannabis plants,2018,1417.1
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Cannabis plants,2018,271.56
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Hashish (resin),2018,8955.54
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Marijuana (herb),2018,502.99
Europe,Western and Central Europe,Denmark,DEN,Cocaine-type,Cocaine salts,2018,56.19
Europe,Western and Central Europe,Denmark,DEN,Hallucinogens,LSD,2018,7.39E-05
Europe,Western and Central Europe,Denmark,DEN,Opioids,Heroin,2018,37.55
Europe,Western and Central Europe,Denmark,DEN,Opioids,Opium,2018,0.05
Europe,Western and Central Europe,Denmark,DEN,Sedatives and Tranquillizers,GHB,2018,55.81231
Europe,Western and Central Europe,Denmark,DEN,Substances not under international control,GBL,2018,36.867
Europe,Western and Central Europe,Denmark,DEN,Substances not under international control,Ketamine and phencyclidine-type substances,2018,1.22849
Europe,Western and Central Europe,Denmark,DEN,Substances not under international control,Ketamine and phencyclidine-type substances,2018,2.77
Europe,Western and Central Europe,Denmark,DEN,ATS,Amphetamine,2017,314.42
Europe,Western and Central Europe,Denmark,DEN,ATS,Ecstasy-type substances,2017,33.7
Europe,Western and Central Europe,Denmark,DEN,ATS,Ecstasy-type substances,2017,740.229996
Europe,Western and Central Europe,Denmark,DEN,ATS,Methamphetamine,2017,7.6
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Cannabis oil,2017,28.3931
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Cannabis plants,2017,236.06
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Cannabis plants,2017,3480.1
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Hashish (resin),2017,6636.69
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Marijuana (herb),2017,292.7
Europe,Western and Central Europe,Denmark,DEN,Cocaine-type,Cocaine salts,2017,150.72
Europe,Western and Central Europe,Denmark,DEN,Hallucinogens,LSD,2017,0.00021585
Europe,Western and Central Europe,Denmark,DEN,Opioids,Heroin,2017,15.89
Europe,Western and Central Europe,Denmark,DEN,Opioids,Opium,2017,0.3
Europe,Western and Central Europe,Denmark,DEN,Sedatives and Tranquillizers,GHB,2017,4.29325
Europe,Western and Central Europe,Denmark,DEN,Substances not under international control,Ketamine and phencyclidine-type substances,2017,4.4
Europe,Western and Central Europe,Denmark,DEN,ATS,Amphetamine,2016,345.28
Europe,Western and Central Europe,Denmark,DEN,ATS,Ecstasy-type substances,2016,8
Europe,Western and Central Europe,Denmark,DEN,ATS,Methamphetamine,2016,76.95
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Cannabis oil,2016,14.259
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Cannabis plants,2016,532.1
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Cannabis plants,2016,1321.7
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Hashish (resin),2016,3818.55
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Marijuana (herb),2016,344.62
Europe,Western and Central Europe,Denmark,DEN,Cocaine-type,Cocaine salts,2016,118.75
Europe,Western and Central Europe,Denmark,DEN,Hallucinogens,LSD,2016,8.88E-05
Europe,Western and Central Europe,Denmark,DEN,Opioids,Heroin,2016,15.6
Europe,Western and Central Europe,Denmark,DEN,Opioids,Opium,2016,0.12
Europe,Western and Central Europe,Denmark,DEN,Sedatives and Tranquillizers,GHB,2016,45.941
Europe,Western and Central Europe,Denmark,DEN,Substances not under international control,Ketamine and phencyclidine-type substances,2016,3.9
Europe,Western and Central Europe,Denmark,DEN,ATS,Amphetamine,2015,190
Europe,Western and Central Europe,Denmark,DEN,ATS,Ecstasy-type substances,2015,19.036124
Europe,Western and Central Europe,Denmark,DEN,ATS,Ecstasy-type substances,2015,10
Europe,Western and Central Europe,Denmark,DEN,ATS,Methamphetamine,2015,3
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Cannabis plants,2015,449.49
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Cannabis plants,2015,1456
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Hashish (resin),2015,3618.8
Europe,Western and Central Europe,Denmark,DEN,Cannabis-type,Marijuana (herb),2015,590.12
Europe,Western and Central Europe,Denmark,DEN,Cocaine-type,Cocaine salts,2015,547.56
Europe,Western and Central Europe,Denmark,DEN,Hallucinogens,LSD,2015,8.705E-05
Europe,Western and Central Europe,Denmark,DEN,Opioids,Heroin,2015,28.95
Europe,Western and Central Europe,Denmark,DEN,Opioids,Opium,2015,0.05
Europe,Western and Central Europe,Denmark,DEN,Substances not under international control,Ketamine and phencyclidine-type substances,2015,39.65
Europe,Western and Central Europe,Estonia,EST,ATS,Amphetamine,2019,111.2
Europe,Western and Central Europe,Estonia,EST,ATS,Ecstasy-type substances,2019,33.48
Europe,Western and Central Europe,Estonia,EST,ATS,Methamphetamine,2019,4.04
Europe,Western and Central Europe,Estonia,EST,Cannabis-type,Cannabis oil,2019,2.58
Europe,Western and Central Europe,Estonia,EST,Cannabis-type,Cannabis plants,2019,74.68
Europe,Western and Central Europe,Estonia,EST,Cannabis-type,Cannabis seed,2019,2.49
Europe,Western and Central Europe,Estonia,EST,Cannabis-type,Hashish (resin),2019,2.22
Europe,Western and Central Europe,Estonia,EST,Cannabis-type,Marijuana (herb),2019,97.31
Europe,Western and Central Europe,Estonia,EST,Cocaine-type,Coca leaf,2019,2.01
Europe,Western and Central Europe,Estonia,EST,Cocaine-type,Cocaine salts,2019,16.98
Europe,Western and Central Europe,Estonia,EST,Hallucinogens,LSD,2019,0.0708
Europe,Western and Central Europe,Estonia,EST,Hallucinogens,Other Hallucinogens,2019,0.0109
Europe,Western and Central Europe,Estonia,EST,Hallucinogens,Other Hallucinogens,2019,0.0072
Europe,Western and Central Europe,Estonia,EST,Hallucinogens,Other Hallucinogens,2019,0.00041
Europe,Western and Central Europe,Estonia,EST,Opioids,Heroin,2019,0.0036
Europe,Western and Central Europe,Estonia,EST,Opioids,Illicit morphine,2019,0.0083
Europe,Western and Central Europe,Estonia,EST,Opioids,Pharmaceutical opioids,2019,0.4228
Europe,Western and Central Europe,Estonia,EST,Opioids,Pharmaceutical opioids,2019,10.6
Europe,Western and Central Europe,Estonia,EST,Opioids,Pharmaceutical opioids,2019,0.0824
Europe,Western and Central Europe,Estonia,EST,Opioids,Pharmaceutical opioids,2019,0.0035
Europe,Western and Central Europe,Estonia,EST,Opioids,Pharmaceutical opioids,2019,0.0582
Europe,Western and Central Europe,Estonia,EST,Opioids,Pharmaceutical opioids,2019,0.0768
Europe,Western and Central Europe,Estonia,EST,Sedatives and Tranquillizers,Benzodiazepines,2019,0.706
Europe,Western and Central Europe,Estonia,EST,Sedatives and Tranquillizers,GHB,2019,3.21
Europe,Western and Central Europe,Estonia,EST,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2019,126.5
Europe,Western and Central Europe,Estonia,EST,Substances not under international control,Ketamine and phencyclidine-type substances,2019,0.5225
Europe,Western and Central Europe,Estonia,EST,Substances not under international control,Other NPS,2019,50.1
Europe,Western and Central Europe,Estonia,EST,Substances not under international control,Phenethylamines,2019,5.36
Europe,Western and Central Europe,Estonia,EST,Substances not under international control,Plant-based NPS,2019,3.84
Europe,Western and Central Europe,Estonia,EST,Substances not under international control,Synthetic cannabinoids (Spice),2019,0.0158
Europe,Western and Central Europe,Estonia,EST,Substances not under international control,Synthetic cathinones,2019,1.17
